game_id,student_id,happy,angry,sad,time
968,10,1,0,0,12.76
969,14,1,0,0,18.67
970,90,1,1,0,13.41
971,75,0,0,0,14.17
972,35,0,0,0,12.85
973,74,1,0,0,15.01
974,55,1,0,0,14.29
975,40,1,0,0,20.60
976,36,1,0,0,11.41
977,29,1,0,0,17.82
978,72,1,0,0,12.11
979,27,1,0,0,16.56
980,57,1,0,1,13.97
981,46,1,0,0,12.00
982,31,1,1,0,12.39
983,51,1,0,0,10.54
984,96,0,0,0,13.75
985,69,1,0,0,10.83
986,57,1,0,0,13.46
987,64,1,0,0,14.26
988,5,0,0,1,16.55
989,81,1,0,0,10.49
990,80,1,0,0,17.06
991,41,1,0,0,10.11
992,53,1,1,0,15.73
993,77,1,0,0,12.24
994,18,0,0,0,16.05
995,12,0,0,0,12.21
996,76,1,0,0,10.26
997,28,1,0,1,19.68
998,80,1,0,0,13.41
999,31,1,0,0,13.55
1000,98,1,0,0,13.39
1001,101,1,0,0,18.28
1002,103,1,0,0,14.23
1003,101,1,0,0,12.62
1004,102,0,1,0,11.96
1005,104,1,0,1,13.43
1006,103,1,0,0,16.52
1007,103,1,0,0,23.43
1008,102,1,1,1,14.77
1009,103,1,0,0,17.82
1010,102,1,1,1,15.90
1011,101,1,0,1,13.15
1012,103,1,0,0,19.86
1013,102,0,1,1,19.02
1014,102,1,0,0,7.42
1015,104,1,1,1,16.29
1016,102,0,0,1,5.68
1017,103,0,0,1,20.59
1018,103,1,0,1,15.56
1019,101,0,1,1,8.61
1020,103,1,0,0,9.24
1021,104,1,1,0,15.60
1022,102,1,0,0,15.53
1023,102,0,0,0,12.20
1024,103,0,0,0,16.79
1025,104,1,0,1,26.11
1026,101,1,1,1,25.04
1027,102,1,0,0,15.12
1028,103,0,0,0,16.47
1029,103,1,0,1,13.59
1030,102,1,0,1,7.64
>>>>>>> Stashed changes
